Name,Year,Price,MSRP,Mileage,Engine,Power,Seats,Depreciation,Car_Age,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Hyundai i20 Active SX Petrol,2017,6.9,9.74,17.19,1197.0,81.86,5.0,2.84,8,0,0,1,0,1
Jeep Compass 2.0 Longitude,2018,19.05,22.46,17.1,1956.0,170.0,5.0,3.41,7,1,0,0,0,1
Jeep Compass 2.0 Sport,2017,15.0,18.45,17.1,1956.0,170.0,5.0,3.4499999999999993,8,1,0,0,0,1
Jeep Compass 2.0 Longitude,2018,17.55,21.38,17.1,1956.0,170.0,5.0,3.8299999999999983,7,1,0,0,0,1
Jeep Compass 2.0 Longitude,2018,19.46,21.72,17.1,1956.0,170.0,5.0,2.259999999999998,7,1,0,0,0,1
Jeep Compass 2.0 Limited,2018,18.5,23.89,17.1,1956.0,170.0,5.0,5.390000000000001,7,1,0,0,0,1
Jeep Compass 2.0 Sport,2017,16.9,19.91,17.1,1956.0,170.0,5.0,3.0100000000000016,8,1,0,0,0,1
Jeep Compass 2.0 Limited,2018,19.0,22.95,17.1,1956.0,170.0,5.0,3.9499999999999993,7,1,0,0,0,1
Jeep Compass 2.0 Limited Option Black,2017,17.45,24.02,17.1,1956.0,170.0,5.0,6.57,8,1,0,0,0,1
Jeep Compass 2.0 Longitude,2018,17.02,21.38,17.1,1956.0,170.0,5.0,4.359999999999999,7,1,0,0,0,1
Volkswagen Tiguan 2.0 TDI Highline,2017,24.9,36.45,17.06,1968.0,141.0,5.0,11.550000000000004,8,1,0,0,1,0
BMW X1 M Sport sDrive 20d,2016,29.5,50.97,17.05,1995.0,190.0,5.0,21.47,9,1,0,0,1,0
BMW X1 M Sport sDrive 20d,2017,30.29,50.97,17.05,1995.0,190.0,5.0,20.68,8,1,0,0,1,0
Hyundai Verna VTVT 1.6 AT SX Plus,2019,11.5,13.49,17.0,1591.0,121.3,5.0,1.9900000000000002,6,0,0,1,1,0
Ford EcoSport 1.5 Petrol Trend,2016,6.0,9.47,17.0,1497.0,121.36,5.0,3.4700000000000006,9,0,0,1,0,1
Hyundai Verna VTVT 1.6 AT SX Option,2015,7.2,15.14,17.0,1591.0,121.3,5.0,7.94,10,0,0,1,1,0
Volkswagen Ameo 1.2 MPI Highline,2017,6.69,8.38,17.0,1198.0,73.75,5.0,1.6900000000000004,8,0,0,1,0,1
Volkswagen Ameo 1.2 MPI Highline,2017,7.23,8.68,17.0,1198.0,73.75,5.0,1.4499999999999993,8,0,0,1,0,1
Tata Nexon 1.2 Revotron XZ Plus,2018,9.62,11.13,17.0,1198.0,108.5,5.0,1.5100000000000016,7,0,0,1,0,1
Hyundai Verna VTVT 1.6 SX Option,2016,7.97,13.6,17.0,1591.0,121.3,5.0,5.63,9,0,0,1,0,1
Hyundai Verna VTVT 1.6 SX Option,2019,11.88,13.6,17.0,1591.0,121.3,5.0,1.7199999999999989,6,0,0,1,0,1
Hyundai Verna VTVT 1.6 AT SX Option,2018,12.85,15.14,17.0,1591.0,121.3,5.0,2.290000000000001,7,0,0,1,1,0
Volkswagen Ameo 1.2 MPI Highline,2018,7.27,8.68,17.0,1198.0,73.75,5.0,1.4100000000000001,7,0,0,1,0,1
Hyundai Verna VTVT 1.6 SX,2018,8.7,11.19,17.0,1591.0,121.3,5.0,2.49,7,0,0,1,0,1
Volkswagen Ameo 1.2 MPI Highline,2016,5.75,8.09,17.0,1198.0,73.75,5.0,2.34,9,0,0,1,0,1
Ford EcoSport 1.5 Petrol Titanium,2017,8.75,11.27,17.0,1497.0,121.36,5.0,2.5199999999999996,8,0,0,1,0,1
Ford EcoSport 1.5 Petrol Titanium,2018,9.2,11.06,17.0,1497.0,121.36,5.0,1.8600000000000012,7,0,0,1,0,1
Mini Cooper Convertible S,2016,35.0,44.28,16.82,1998.0,189.08,4.0,9.280000000000001,9,0,0,1,1,0
Mini Cooper Convertible S,2017,35.98,44.28,16.82,1998.0,189.08,4.0,8.300000000000004,8,0,0,1,1,0
Mini Cooper Convertible S,2017,35.67,44.28,16.82,1998.0,189.08,4.0,8.61,8,0,0,1,1,0
Volvo V40 D3 R Design,2015,24.0,37.9,16.8,1969.0,150.0,5.0,13.899999999999999,10,1,0,0,1,0
Mahindra Thar CRDe,2017,9.66,11.71,16.55,2498.0,105.0,6.0,2.0500000000000007,8,1,0,0,0,1
Mahindra Thar CRDe,2016,9.25,11.39,16.55,2498.0,105.0,6.0,2.1400000000000006,9,1,0,0,0,1
Honda Brio 1.2 VX AT,2017,5.99,8.05,16.5,1198.0,86.8,5.0,2.0600000000000005,8,0,0,1,1,0
Jeep Compass 2.0 Limited 4X4,2018,21.69,26.95,16.3,1956.0,170.0,5.0,5.259999999999998,7,1,0,0,0,1
Jeep Compass 2.0 Limited 4X4,2017,20.0,24.26,16.3,1956.0,170.0,5.0,4.260000000000002,8,1,0,0,0,1
Jeep Compass 2.0 Limited 4X4,2019,23.91,26.95,16.3,1956.0,170.0,5.0,3.039999999999999,6,1,0,0,0,1
Jeep Compass 2.0 Limited Option 4X4,2017,20.0,25.54,16.3,1956.0,170.0,5.0,5.539999999999999,8,1,0,0,0,1
Jeep Compass 2.0 Limited Option 4X4,2017,17.5,23.19,16.3,1956.0,170.0,5.0,5.690000000000001,8,1,0,0,0,1
Mercedes-Benz E-Class E 220 d,2018,56.5,70.55,16.1,1950.0,194.0,5.0,14.049999999999997,7,1,0,0,1,0
Volkswagen Vento 1.6 Comfortline,2017,7.1,11.48,16.09,1598.0,103.5,5.0,4.380000000000001,8,0,0,1,0,1
Volkswagen Vento 1.6 Comfortline,2018,7.64,11.48,16.09,1598.0,103.5,5.0,3.8400000000000007,7,0,0,1,0,1
Volkswagen Vento 1.6 Highline,2016,7.7,11.63,16.09,1598.0,103.5,5.0,3.9300000000000006,9,0,0,1,0,1
Honda BRV i-VTEC V CVT,2017,9.5,15.02,16.0,1497.0,117.3,7.0,5.52,8,0,0,1,1,0
Honda BRV i-VTEC V CVT,2017,9.5,15.02,16.0,1497.0,117.3,7.0,5.52,8,0,0,1,1,0
Honda BRV i-VTEC V CVT,2017,9.25,15.02,16.0,1497.0,117.3,7.0,5.77,8,0,0,1,1,0
Honda BRV i-VTEC V CVT,2017,9.48,14.65,16.0,1497.0,117.3,7.0,5.17,8,0,0,1,1,0
Jeep Compass 1.4 Limited Option,2017,17.75,23.68,16.0,1368.0,160.0,5.0,5.93,8,0,0,1,1,0
Mahindra Bolero ZLX,2016,7.21,11.15,15.96,2523.0,62.1,7.0,3.9400000000000004,9,1,0,0,0,1
Mahindra Bolero ZLX,2016,3.5,11.01,15.96,2523.0,62.1,7.0,7.51,9,1,0,0,0,1
Mahindra Bolero ZLX,2016,7.7,11.28,15.96,2523.0,62.1,7.0,3.579999999999999,9,1,0,0,0,1
Mahindra Bolero ZLX,2017,8.14,11.28,15.96,2523.0,62.1,7.0,3.139999999999999,8,1,0,0,0,1
Hyundai Creta 1.6 SX Option,2016,11.0,16.06,15.8,1591.0,121.3,5.0,5.059999999999999,9,0,0,1,0,1
Hyundai Creta 1.6 SX,2016,10.9,13.74,15.8,1591.0,121.3,5.0,2.84,9,0,0,1,0,1
Hyundai Creta 1.6 SX,2018,13.2,14.72,15.8,1591.0,121.3,5.0,1.5200000000000014,7,0,0,1,0,1
Hyundai Creta 1.6 SX Option,2016,10.25,16.36,15.8,1591.0,121.3,5.0,6.109999999999999,9,0,0,1,0,1
Hyundai Creta 1.6 SX,2018,11.78,15.36,15.8,1591.0,121.3,5.0,3.58,7,0,0,1,0,1
Hyundai Creta 1.6 SX Option,2018,12.13,16.06,15.8,1591.0,121.3,5.0,3.929999999999998,7,0,0,1,0,1
Hyundai Creta 1.6 SX Option Executive,2018,13.25,17.7,15.8,1591.0,121.3,5.0,4.449999999999999,7,0,0,1,0,1
Hyundai Creta 1.6 SX,2016,8.0,14.84,15.8,1591.0,121.3,5.0,6.84,9,0,0,1,0,1
Hyundai Creta 1.6 SX Option,2017,11.31,15.86,15.8,1591.0,121.3,5.0,4.549999999999999,8,0,0,1,0,1
Hyundai Creta 1.6 SX,2016,9.7,14.23,15.8,1591.0,121.3,5.0,4.530000000000001,9,0,0,1,0,1
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,42.0,74.49,15.68,1999.0,177.0,5.0,32.489999999999995,9,1,0,0,1,0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2018,59.72,75.12,15.68,1999.0,177.0,5.0,15.400000000000006,7,1,0,0,1,0
Mercedes-Benz A Class A180 Sport,2016,17.25,34.63,15.5,1595.0,122.0,5.0,17.380000000000003,9,0,0,1,1,0
Skoda Rapid 1.6 MPI Ambition,2019,9.66,12.44,15.41,1598.0,103.52,5.0,2.7799999999999994,6,0,0,1,0,1
Skoda Rapid 1.6 MPI Ambition,2015,4.68,12.02,15.41,1598.0,103.52,5.0,7.34,10,0,0,1,0,1
Honda BR-V i-VTEC S MT,2016,8.02,12.9,15.4,1497.0,117.3,7.0,4.880000000000001,9,0,0,1,0,1
Honda BRV i-VTEC V MT,2016,8.0,13.58,15.4,1497.0,117.3,7.0,5.58,9,0,0,1,0,1
Honda BR-V i-VTEC S MT,2017,8.5,12.51,15.4,1497.0,117.3,7.0,4.01,8,0,0,1,0,1
Audi A6 35 TFSI Matrix,2016,24.5,60.59,15.26,1798.0,187.74,5.0,36.09,9,0,0,1,1,0
Audi A6 35 TFSI Matrix,2018,41.5,56.97,15.26,1798.0,187.74,5.0,15.469999999999999,7,0,0,1,1,0
Audi Q3 35 TDI Quattro Premium Plus,2015,27.5,48.64,15.17,1968.0,181.0,5.0,21.14,10,1,0,0,1,0
Audi Q3 35 TDI Quattro Premium Plus,2016,28.03,48.64,15.17,1968.0,181.0,5.0,20.61,9,1,0,0,1,0
Audi Q3 35 TDI Quattro Premium Plus,2016,20.37,43.65,15.17,1968.0,181.0,5.0,23.279999999999998,9,1,0,0,1,0
Maruti Eeco 7 Seater Standard,2017,4.74,4.98,15.1,1196.0,73.0,7.0,0.2400000000000002,8,0,0,1,0,1
Maruti Eeco 7 Seater Standard,2016,4.3,4.98,15.1,1196.0,73.0,7.0,0.6800000000000006,9,0,0,1,0,1
Maruti Eeco 7 Seater Standard,2016,3.75,4.87,15.1,1196.0,73.0,7.0,1.12,9,0,0,1,0,1
Maruti Eeco 7 Seater Standard,2015,2.95,4.83,15.1,1196.0,73.0,7.0,1.88,10,0,0,1,0,1
Maruti Eeco 7 Seater Standard,2016,2.2,4.43,15.1,1196.0,73.0,7.0,2.2299999999999995,9,0,0,1,0,1
Maruti Eeco 5 Seater AC,2017,3.91,5.13,15.1,1196.0,73.0,5.0,1.2199999999999998,8,0,0,1,0,1
Mercedes-Benz CLA 200 CGI Sport,2016,24.5,41.02,15.04,1991.0,183.0,5.0,16.520000000000003,9,0,0,1,1,0
Mahindra Xylo D4,2015,5.0,11.69,14.95,2489.0,93.7,7.0,6.6899999999999995,10,1,0,0,0,1
Mahindra Xylo D4,2016,6.15,11.67,14.95,2489.0,93.7,7.0,5.52,9,1,0,0,0,1
Skoda Rapid 1.6 MPI AT Ambition,2017,8.11,13.7,14.84,1598.0,103.52,5.0,5.59,8,0,0,1,1,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,12.41,14.1,14.8,1497.0,121.36,5.0,1.6899999999999995,7,0,0,1,1,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,10.44,14.1,14.8,1497.0,121.36,5.0,3.66,7,0,0,1,1,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2017,9.99,13.23,14.8,1497.0,121.36,5.0,3.24,8,0,0,1,1,0
Audi Q7 45 TDI Quattro Premium Plus,2019,72.94,91.38,14.75,2967.0,245.0,7.0,18.439999999999998,6,1,0,0,1,0
Audi Q7 45 TDI Quattro Technology,2017,68.0,99.92,14.75,2967.0,245.0,7.0,31.92,8,1,0,0,1,0
Skoda Superb Style 1.8 TSI AT,2016,20.75,33.36,14.67,1798.0,177.46,5.0,12.61,9,0,0,1,1,0
Skoda Superb Style 1.8 TSI AT,2017,26.0,33.58,14.67,1798.0,177.46,5.0,7.579999999999998,8,0,0,1,1,0
Skoda Superb L&K 1.8 TSI AT,2019,27.3,36.15,14.67,1798.0,177.46,5.0,8.849999999999998,6,0,0,1,1,0
Skoda Superb Style 1.8 TSI AT,2016,16.81,30.19,14.67,1798.0,177.46,5.0,13.380000000000003,9,0,0,1,1,0
Skoda Superb Style 1.8 TSI AT,2017,17.08,33.36,14.67,1798.0,177.46,5.0,16.28,8,0,0,1,1,0
Skoda Superb Style 1.8 TSI AT,2016,17.85,33.36,14.67,1798.0,177.46,5.0,15.509999999999998,9,0,0,1,1,0
Hyundai Elantra 2.0 SX Option AT,2017,16.35,21.77,14.62,1999.0,149.92,5.0,5.419999999999998,8,0,0,1,1,0
Hyundai Elantra 2.0 SX Option AT,2015,9.69,23.64,14.62,1999.0,149.92,5.0,13.950000000000001,10,0,0,1,1,0
Hyundai Elantra 2.0 SX Option AT,2016,13.9,21.77,14.62,1999.0,149.92,5.0,7.869999999999999,9,0,0,1,1,0
Toyota Corolla Altis 1.8 GL,2015,10.77,23.37,14.28,1798.0,138.03,5.0,12.600000000000001,10,0,0,1,0,1
Toyota Corolla Altis 1.8 VL CVT,2018,17.49,23.25,14.28,1798.0,138.03,5.0,5.760000000000002,7,0,0,1,1,0
Toyota Corolla Altis 1.8 VL CVT,2016,11.99,25.27,14.28,1798.0,138.03,5.0,13.28,9,0,0,1,1,0
Toyota Corolla Altis 1.8 VL CVT,2018,16.95,22.37,14.28,1798.0,138.03,5.0,5.420000000000002,7,0,0,1,1,0
Toyota Corolla Altis 1.8 VL CVT,2017,18.0,23.25,14.28,1798.0,138.03,5.0,5.25,8,0,0,1,1,0
Toyota Corolla Altis 1.8 G,2016,11.5,20.48,14.28,1798.0,138.03,5.0,8.98,9,0,0,1,0,1
Toyota Fortuner 2.8 2WD MT,2015,18.9,32.45,14.24,2755.0,174.5,7.0,13.550000000000004,10,1,0,0,0,1
Toyota Fortuner 2.8 2WD MT,2019,35.82,37.17,14.24,2755.0,174.5,7.0,1.3500000000000014,6,1,0,0,0,1
Toyota Fortuner 2.8 4WD MT,2015,23.0,39.6,14.24,2755.0,174.5,7.0,16.6,10,1,0,0,0,1
Toyota Fortuner 2.8 2WD MT,2017,28.85,37.17,14.24,2755.0,174.5,7.0,8.32,8,1,0,0,0,1
Tata Safari Storme VX Varicor 400,2017,11.25,16.95,14.1,2179.0,154.0,7.0,5.699999999999999,8,1,0,0,0,1
Mahindra Xylo H4,2016,7.5,11.67,14.02,2179.0,118.3,7.0,4.17,9,1,0,0,0,1
Mahindra Xylo H4,2015,4.85,11.67,14.02,2179.0,118.3,7.0,6.82,10,1,0,0,0,1
Mahindra Xylo H4,2016,5.85,11.67,14.02,2179.0,118.3,7.0,5.82,9,1,0,0,0,1
Mahindra XUV500 W9 AT,2019,17.63,21.33,14.0,2179.0,155.0,7.0,3.6999999999999993,6,1,0,0,1,0
Mahindra XUV500 W7,2018,13.0,16.4,14.0,2179.0,155.0,7.0,3.3999999999999986,7,1,0,0,0,1
Mini Clubman Cooper S,2017,35.0,44.59,13.8,1998.0,192.0,5.0,9.590000000000003,8,0,0,1,0,1
Isuzu MUX 4WD,2017,20.0,33.68,13.8,2999.0,174.57,7.0,13.68,8,1,0,0,1,0
Mercedes-Benz GLA Class 200 Sport,2018,26.76,39.22,13.7,1991.0,183.0,5.0,12.459999999999997,7,0,0,1,1,0
Toyota Innova Crysta 2.4 VX MT 8S,2019,21.42,24.01,13.68,2393.0,147.8,8.0,2.59,6,1,0,0,0,1
Toyota Innova Crysta 2.4 ZX MT,2016,16.5,23.14,13.68,2393.0,147.8,7.0,6.640000000000001,9,1,0,0,0,1
Toyota Innova Crysta 2.4 GX MT,2016,16.5,19.37,13.68,2393.0,147.8,7.0,2.870000000000001,9,1,0,0,0,1
Toyota Innova Crysta 2.4 ZX MT,2017,18.6,25.52,13.68,2393.0,147.8,7.0,6.919999999999998,8,1,0,0,0,1
Toyota Innova Crysta 2.4 ZX MT,2017,18.75,26.45,13.68,2393.0,147.8,7.0,7.699999999999999,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT 8S,2019,22.55,24.01,13.68,2393.0,147.8,8.0,1.4600000000000009,6,1,0,0,0,1
Toyota Innova Crysta 2.4 GX MT 8S,2017,16.5,19.34,13.68,2393.0,147.8,8.0,2.84,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2018,19.92,22.86,13.68,2393.0,147.8,7.0,2.9399999999999977,7,1,0,0,0,1
Toyota Innova Crysta 2.4 GX MT,2017,16.5,19.37,13.68,2393.0,147.8,7.0,2.870000000000001,8,1,0,0,0,1
Toyota Innova Crysta 2.4 ZX MT,2016,20.25,25.4,13.68,2393.0,147.8,7.0,5.149999999999999,9,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2017,16.95,21.36,13.68,2393.0,147.8,7.0,4.41,8,1,0,0,0,1
Toyota Innova Crysta 2.4 GX MT 8S,2017,17.5,19.43,13.68,2393.0,147.8,8.0,1.9299999999999997,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2017,17.65,23.06,13.68,2393.0,147.8,7.0,5.41,8,1,0,0,0,1
Toyota Innova Crysta 2.4 ZX MT,2017,18.65,25.52,13.68,2393.0,147.8,7.0,6.870000000000001,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT 8S,2017,17.92,24.01,13.68,2393.0,147.8,8.0,6.09,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2017,20.4,22.87,13.68,2393.0,147.8,7.0,2.4700000000000024,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2019,22.2,23.94,13.68,2393.0,147.8,7.0,1.740000000000002,6,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2017,16.5,22.87,13.68,2393.0,147.8,7.0,6.370000000000001,8,1,0,0,0,1
Toyota Innova Crysta 2.4 VX MT,2016,17.11,23.06,13.68,2393.0,147.8,7.0,5.949999999999999,9,1,0,0,0,1
Toyota Innova Crysta 2.4 ZX MT,2018,18.39,26.45,13.68,2393.0,147.8,7.0,8.059999999999999,7,1,0,0,0,1
Jaguar XE 2.0L Diesel Prestige,2017,38.0,53.41,13.6,1999.0,177.0,5.0,15.409999999999997,8,1,0,0,1,0
Jaguar XE 2.0L Diesel Prestige,2018,40.0,52.77,13.6,1999.0,177.0,5.0,12.770000000000003,7,1,0,0,1,0
Mitsubishi Pajero Sport 4X4,2015,16.42,34.6,13.5,2477.0,175.56,7.0,18.18,10,1,0,0,0,1
Jaguar XE Portfolio,2017,34.5,53.72,13.5,1999.0,246.74,5.0,19.22,8,0,0,1,1,0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,28.0,33.91,13.5,2477.0,175.56,7.0,5.909999999999997,7,1,0,0,1,0
Ford Mustang V8,2018,56.8,83.92,13.0,4951.0,395.0,4.0,27.120000000000005,7,0,0,1,1,0
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,2016,17.75,25.75,12.95,1999.0,152.88,5.0,8.0,9,0,0,1,1,0
Toyota Fortuner 2.8 2WD AT,2019,33.13,37.38,12.9,2755.0,174.5,7.0,4.25,6,1,0,0,1,0
Toyota Fortuner 2.8 2WD AT,2016,22.5,34.45,12.9,2755.0,174.5,7.0,11.950000000000003,9,1,0,0,1,0
Toyota Fortuner 2.8 2WD AT,2017,31.0,38.11,12.9,2755.0,174.5,7.0,7.109999999999999,8,1,0,0,1,0
Toyota Fortuner 2.8 2WD AT,2017,30.0,37.38,12.9,2755.0,174.5,7.0,7.380000000000003,8,1,0,0,1,0
Toyota Fortuner 2.8 2WD AT,2019,30.85,34.45,12.9,2755.0,174.5,7.0,3.6000000000000014,6,1,0,0,1,0
Toyota Fortuner 2.8 2WD AT,2017,30.0,34.45,12.9,2755.0,174.5,7.0,4.450000000000003,8,1,0,0,1,0
Land Rover Discovery Sport TD4 HSE 7S,2017,41.5,66.39,12.81,1999.0,148.31,7.0,24.89,8,1,0,0,1,0
Land Rover Discovery Sport TD4 HSE 7S,2019,56.14,69.22,12.81,1999.0,148.31,7.0,13.079999999999998,6,1,0,0,1,0
Ford Endeavour Titanium 4X2,2019,27.36,35.29,12.62,2198.0,158.0,7.0,7.93,6,1,0,0,0,1
Mercedes-Benz E-Class E 220 d,2018,51.35,86.97,12.6,1950.0,191.34,5.0,35.62,7,0,0,1,1,0
Mercedes-Benz E-Class E 220 d,2018,51.43,86.97,12.6,1950.0,191.34,5.0,35.54,7,0,0,1,1,0
Mercedes-Benz GLE 350d,2017,64.87,95.13,11.57,2987.0,254.79,5.0,30.25999999999999,8,1,0,0,1,0
Mercedes-Benz GLE 350d,2016,65.0,92.79,11.57,2987.0,254.79,5.0,27.790000000000006,9,1,0,0,1,0
Mercedes-Benz GLE 350d,2017,64.95,91.23,11.57,2987.0,254.79,5.0,26.28,8,1,0,0,1,0
Mercedes-Benz GLE 350d,2018,70.8,95.13,11.57,2987.0,254.79,5.0,24.33,7,1,0,0,1,0
Mercedes-Benz GLE 350d,2016,60.75,95.13,11.57,2987.0,254.79,5.0,34.379999999999995,9,1,0,0,1,0
Mercedes-Benz GLE 350d,2017,61.29,95.13,11.57,2987.0,254.79,5.0,33.839999999999996,8,1,0,0,1,0
Mercedes-Benz GLE 350d,2018,59.65,95.13,11.57,2987.0,254.79,5.0,35.48,7,1,0,0,1,0
Mercedes-Benz GLE 350d,2018,59.29,95.13,11.57,2987.0,254.79,5.0,35.839999999999996,7,1,0,0,1,0
Mercedes-Benz GLC 43 AMG Coupe,2018,70.99,95.38,11.5,2996.0,367.0,5.0,24.39,7,0,0,1,1,0
Toyota Innova Crysta 2.8 GX AT,2019,19.4,20.74,11.36,2755.0,171.5,7.0,1.3399999999999999,6,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.5,26.95,11.36,2755.0,171.5,7.0,7.449999999999999,9,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT,2019,19.65,20.74,11.36,2755.0,171.5,7.0,1.0899999999999999,6,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,18.0,24.63,11.36,2755.0,171.5,7.0,6.629999999999999,9,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2019,24.82,28.05,11.36,2755.0,171.5,7.0,3.2300000000000004,6,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2017,19.25,27.0,11.36,2755.0,171.5,7.0,7.75,8,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT 8S,2016,17.5,21.0,11.36,2755.0,171.5,8.0,3.5,9,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT,2017,18.36,20.74,11.36,2755.0,171.5,7.0,2.379999999999999,8,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,15.49,24.82,11.36,2755.0,171.5,7.0,9.33,9,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT,2016,17.0,19.21,11.36,2755.0,171.5,7.0,2.210000000000001,9,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.6,26.55,11.36,2755.0,171.5,7.0,6.949999999999999,9,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2017,20.5,28.05,11.36,2755.0,171.5,7.0,7.550000000000001,8,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2017,20.14,28.05,11.36,2755.0,171.5,7.0,7.91,8,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT 8S,2017,18.25,20.8,11.36,2755.0,171.5,8.0,2.5500000000000007,8,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT 8S,2016,16.45,21.1,11.36,2755.0,171.5,8.0,4.650000000000002,9,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT,2018,18.0,20.97,11.36,2755.0,171.5,7.0,2.969999999999999,7,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2017,22.99,26.56,11.36,2755.0,171.5,7.0,3.5700000000000003,8,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2017,19.97,26.55,11.36,2755.0,171.5,7.0,6.580000000000002,8,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.0,27.07,11.36,2755.0,171.5,7.0,8.07,9,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.75,26.56,11.36,2755.0,171.5,7.0,6.809999999999999,9,1,0,0,1,0
Toyota Innova Crysta 2.8 GX AT,2019,19.64,20.74,11.36,2755.0,171.5,7.0,1.0999999999999979,6,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2018,19.92,27.0,11.36,2755.0,171.5,7.0,7.079999999999998,7,1,0,0,1,0
Toyota Innova Crysta 2.8 ZX AT,2016,20.5,28.05,11.36,2755.0,171.5,7.0,7.550000000000001,9,1,0,0,1,0
Mercedes-Benz E-Class E400 Cabriolet,2015,48.0,87.57,10.0,2996.0,333.0,4.0,39.56999999999999,10,0,0,1,1,0
Mercedes-Benz C-Class Progressive C 220d,2019,35.67,49.14,0.0,1950.0,194.0,5.0,13.469999999999999,6,1,0,0,1,0
Mercedes-Benz New C-Class Progressive C 200,2019,38.99,49.49,0.0,1950.0,181.43,5.0,10.5,6,0,0,1,1,0
Mercedes-Benz C-Class Progressive C 220d,2018,39.5,52.26,0.0,1950.0,194.0,5.0,12.759999999999998,7,1,0,0,1,0
Mercedes-Benz C-Class Progressive C 220d,2019,35.0,49.14,0.0,1950.0,194.0,5.0,14.14,6,1,0,0,1,0
